 2011-07-14  19:59:50 ;BassemBreche; It's  Friday  again!  #  ArabSpring 
 2011-07-14  19:56:09 ;Youssef_Taha; Simon  Calder:  Try  #  ArabSpring  nations  for  real  deals  #  Egypt  #  Tunisia  http://tinyurl.com/65p4yxw 
 2011-07-14  19:54:02 ;SNAFU_News; الإنترنت..  لعبة  القط  والفأر  في  الربيع  العربي  http://bit.ly/rg89Ta  #  ArabSpring  #  Tunisia  #  Egypt  #  Libya  #  KSA  #  Algeria  #  Bahrain  #  Syria  #  Gaza 
 2011-07-14  19:50:32 ;befroggled; #  WhenIHaveKids  (isa),  I  can't  wait  to  tell  them  stories  about  the  amazing  revolutions  that  swept  across  the  Arab  world  in  2011  #  ArabSpring 
 2011-07-14  19:46:20 ;sare7flkoun; now  i  realize  why  i  am  so  obsessed  with  inception  a  simple  idea  of  realizing  that  we  have  power  can  change  the  world  #  arabspring 
 2011-07-14  19:40:47 ;SaraAssaf; Wonder  if  #  Egyptian  politicians  still  look  forward  to  becoming  ministers  these  days!!  #  Arabspring  #  Egypt  #  tahrir  #  jan25 
 2011-07-14  19:04:38 ;Dralijamal; ٣/٢  قد  يكون  الطب  رملا،من  قبور  الشهداء  أو  حروفاً  حفرتها  فوق  هام  الكون  قطراتٌ  هطلت  من  فُوّهاتٍ،  #  3athatqalam  #  kuwait  #  Arabspring 
 2011-07-14  19:03:57 ;Dralijamal; ٣/١  الموت  حياة  أدركوا  الإنسان  فالموت  حقيقٌ  وهْو  محتاجٌ  إلى  بعض  الدواء  ليس  من  صُنّاع  طبٍ  بل  قليلا  من  "إباء"!  #  3athatqalam  #  Arabspring 
 2011-07-14  18:52:11 ;RevFacts; الجراس  روتس  و  حرب  اللاعنف  http://bit.ly/nZQ3Ed  #  EgyPolice  #  AmnDawla  #  Syria  #  Saudi  #  Kuwait  #  Iraq  #  Imbaba  #  Ta7reed  #  ArabSpring  #  Islam  #  Copts 
 2011-07-14  18:44:44 ;SavvyPriya; Best  thing  about  tweeting  &  facebooking  is  that  it  enriches  global  citizenship  #  aas  #  ArabSpring 
